"date","Tasa objetivo","Inflación","Inflación esperada","Tasa real ex-ante","Tasa real ex-post"
2020-01-01,7.25,3.24,3.41,3.84,4.01
2020-01-02,7.25,3.25483870967742,3.41129032258065,3.83870967741935,3.99516129032258
2020-01-03,7.25,3.26967741935484,3.41258064516129,3.83741935483871,3.98032258064516
2020-01-04,7.25,3.28451612903226,3.41387096774194,3.83612903225806,3.96548387096774
2020-01-05,7.25,3.29935483870968,3.41516129032258,3.83483870967742,3.95064516129032
2020-01-06,7.25,3.3141935483871,3.41645161290323,3.83354838709677,3.9358064516129
2020-01-07,7.25,3.32903225806452,3.41774193548387,3.83225806451613,3.92096774193548
2020-01-08,7.25,3.34387096774194,3.41903225806452,3.83096774193548,3.90612903225806
2020-01-09,7.25,3.35870967741935,3.42032258064516,3.82967741935484,3.89129032258065
2020-01-10,7.25,3.37354838709677,3.42161290322581,3.82838709677419,3.87645161290323
2020-01-11,7.25,3.38838709677419,3.42290322580645,3.82709677419355,3.86161290322581
2020-01-12,7.25,3.40322580645161,3.4241935483871,3.8258064516129,3.84677419354839
2020-01-13,7.25,3.41806451612903,3.42548387096774,3.82451612903226,3.83193548387097
2020-01-14,7.25,3.43290322580645,3.42677419354839,3.82322580645161,3.81709677419355
2020-01-15,7.25,3.44774193548387,3.42806451612903,3.82193548387097,3.80225806451613
2020-01-16,7.25,3.46258064516129,3.42935483870968,3.82064516129032,3.78741935483871
2020-01-17,7.25,3.47741935483871,3.43064516129032,3.81935483870968,3.77258064516129
2020-01-18,7.25,3.49225806451613,3.43193548387097,3.81806451612903,3.75774193548387
2020-01-19,7.25,3.50709677419355,3.43322580645161,3.81677419354839,3.74290322580645
2020-01-20,7.25,3.52193548387097,3.43451612903226,3.81548387096774,3.72806451612903
2020-01-21,7.25,3.53677419354839,3.4358064516129,3.8141935483871,3.71322580645161
2020-01-22,7.25,3.55161290322581,3.43709677419355,3.81290322580645,3.69838709677419
2020-01-23,7.25,3.56645161290323,3.43838709677419,3.81161290322581,3.68354838709677
2020-01-24,7.25,3.58129032258065,3.43967741935484,3.81032258064516,3.66870967741935
2020-01-25,7.25,3.59612903225806,3.44096774193548,3.80903225806452,3.65387096774194
2020-01-26,7.25,3.61096774193548,3.44225806451613,3.80774193548387,3.63903225806452
2020-01-27,7.25,3.6258064516129,3.44354838709677,3.80645161290323,3.6241935483871
2020-01-28,7.25,3.64064516129032,3.44483870967742,3.80516129032258,3.60935483870968
2020-01-29,7.25,3.65548387096774,3.44612903225806,3.80387096774194,3.59451612903226
2020-01-30,7.25,3.67032258064516,3.44741935483871,3.80258064516129,3.57967741935484
2020-01-31,7.25,3.68516129032258,3.44870967741935,3.80129032258065,3.56483870967742
2020-02-01,7.25,3.7,3.45,3.8,3.55
2020-02-02,7.25,3.68448275862069,3.45137931034483,3.79862068965517,3.56551724137931
2020-02-03,7.25,3.66896551724138,3.45275862068966,3.79724137931034,3.58103448275862
2020-02-04,7.25,3.65344827586207,3.45413793103448,3.79586206896552,3.59655172413793
2020-02-05,7.25,3.63793103448276,3.45551724137931,3.79448275862069,3.61206896551724
2020-02-06,7.25,3.62241379310345,3.45689655172414,3.79310344827586,3.62758620689655
2020-02-07,7.25,3.60689655172414,3.45827586206897,3.79172413793103,3.64310344827586
2020-02-08,7.25,3.59137931034483,3.45965517241379,3.79034482758621,3.65862068965517
2020-02-09,7.25,3.57586206896552,3.46103448275862,3.78896551724138,3.67413793103448
2020-02-10,7.25,3.56034482758621,3.46241379310345,3.78758620689655,3.68965517241379
2020-02-11,7.25,3.5448275862069,3.46379310344828,3.78620689655172,3.7051724137931
2020-02-12,7.25,3.52931034482759,3.4651724137931,3.7848275862069,3.72068965517241
2020-02-13,7,3.51379310344828,3.46655172413793,3.53344827586207,3.48620689655172
2020-02-14,7,3.49827586206897,3.46793103448276,3.53206896551724,3.50172413793103
2020-02-15,7,3.48275862068966,3.46931034482759,3.53068965517241,3.51724137931034
2020-02-16,7,3.46724137931034,3.47068965517241,3.52931034482759,3.53275862068966
2020-02-17,7,3.45172413793103,3.47206896551724,3.52793103448276,3.54827586206897
2020-02-18,7,3.43620689655172,3.47344827586207,3.52655172413793,3.56379310344828
